region,district,date,Market,source,_geolocation,commodity,Price,market_day,Year,month,week,Type
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Coconut Oil,50,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Beef,60,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Smoked Herring,69.27,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Salted Dried Tilapia Koobi,96.23333333,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Anchovy,157.9625,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Kako,95.4225,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Egg Commercial,63.75,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Chicken,42,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Nkontomire,7.825,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Ademe Ayoyo jute mallow,17.915,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Cabbage,17.01666667,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Lettuce,34.34666667,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Carrot,50,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Pawpaw,13.61333333,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Avocado Pear,27.6975,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Bambara Bean,29.15,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Mutton Sheep meat,60,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Chevon Goat meat,60,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Snail,299.455,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Sweet Potato general white pinkish,18.36,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Cassava Dough,7.005,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Fresh Red Fish,38.75,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Fresh Salmon Mackerel Fish,30,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Fresh Kpanla Fish,26.66666667,2025-07-16,2025,7,3,retail
Central,Mfantsiman Municipal,16-07-2025,Mankessim,retail,,Plantain Riped,47.35,2025-07-16,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,white maize,10.8,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Maize Yellow,11.22666667,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Millet,17.35666667,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Rice Local perfumed,20,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Rice Local non perfumed,18.66666667,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Rice Imported perfumed,20,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Rice Imported non perfumed,14.66666667,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Gari,12.26,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Plantain Apentu,23.21333333,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Orange,6.25,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Watermelon,11.27,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Tomato Local,42.86,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Garden Egg,45.42,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Okro Fresh,40.74333333,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Dried Pepper Legon 18,41.66666667,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Fresh Pepper Legon 18,25,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Egg Commercial,63.33333333,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Nkontomire,50,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Ademe Ayoyo jute mallow,50,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Cabbage,15.87666667,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Lettuce,50,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Carrot,38.88666667,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Plantain Riped,35.55333333,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Sorghum,10.71,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Yam Puna,15.56,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Tomato Navrongo,59.48666667,2025-07-17,2025,7,3,retail
Greater Accra,AMA-Okaikoi South,17-07-2025,AGBOGBLOSHIE,retail,,Alefu Amaranthus,44.44333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,white maize,10.39666667,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Maize Yellow,12.41333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Millet,19.7925,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Rice Local perfumed,29.72,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Rice Local non perfumed,22.5,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Rice Imported perfumed,26.94333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Rice Imported non perfumed,18.33333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Yam White,12.51333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Cocoyam,16.00333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Cassava,3.566666667,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Gari,18.33333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Plantain Apentu,24.33666667,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Plantain Apem,21.21666667,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Banana Exotic,10,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Pineapple,9.046666667,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Tomato Local,23.80333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Garden Egg,23.26,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Onion,27.51333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Ginger,49.93,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Dried Pepper Legon 18,33.75,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Fresh Pepper Legon 18,19.44333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Fresh Pepper Bonnet,25.89,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Palm Fruit,7.003333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Groundnut Red,32.77666667,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Cowpea White,38.88666667,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Soya Bean,21.875,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Palm Oil,27.55666667,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Egg Commercial,62,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Nkontomire,20.55666667,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Cabbage,17.4625,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Carrot,20.55666667,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Pawpaw,9.166666667,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Avocado Pear,11.33333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Mutton Sheep meat,96.97,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Fresh Red Fish,37.54333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Yam Puna,11.56,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Tomato Navrongo,28.97333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Coconut Fresh,9.583333333,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Okro Dried,198.61,2025-07-17,2025,7,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,17-07-2025,Bibiani ,retail,,Unshelled Groundnut,22.33333333,2025-07-17,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,white maize,6.67,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Maize Yellow,6.67,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Millet,14,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Rice Local perfumed,14.81,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Rice Local non perfumed,12.96,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Rice Imported perfumed,23.5,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Rice Imported non perfumed,15,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Yam White,11.11,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Cocoyam,23.26,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Cassava,2.78,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Gari,11.74,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Dried Cassava Powder Kokonte,20,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Plantain Apentu,35.55333333,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Plantain Apem,43.33333333,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Banana Exotic,50,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Banana Local,50,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Orange,3.066666667,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Watermelon,3.87,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Pineapple,6.083333333,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Mango Exotic,3.196666667,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Tomato Local,21.74,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Garden Egg,6.69,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Sorghum,12.25,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Yam Puna,11.11,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Tomato Navrongo,21.74,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Coconut Fresh,2.19,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,16-07-2025,Nana Bosomah,retail,,Dried Cassava Chips Kokonte,6.86,2025-07-16,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Okro Fresh,5,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Onion,15.57333333,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Ginger,40,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Dried Pepper Legon 18,83.33,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Fresh Pepper Bonnet,37.5,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Palm Fruit,3.64,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Tiger Nut,27.27,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Groundnut Red,20,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Cowpea White,16.67,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Soya Bean,12.5,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Melon seeds Agushi,50,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Melon seeds Agushi Powder,52.17,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Melon seeds Neri,26.67,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Melon seeds Neri Powder,35.29,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Bambara Bean,25,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Okro Dried,76.92,2025-07-18,2025,7,3,retail
Bono,Sunyani Municipal,18-07-2025,Nana Bosomah ,retail,,Unshelled Groundnut,11.54,2025-07-18,2025,7,3,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,white maize,12,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Maize Yellow,13.33,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Millet,22.5,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Rice Local perfumed,22.66666667,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Rice Imported perfumed,24,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Yam White,53.92,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Cocoyam,40.6,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Gari,30,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Dried Cassava Powder Kokonte,26.66666667,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Plantain Apentu,65.47666667,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Plantain Apem,125,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Banana Exotic,30.55333333,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Banana Local,35.55333333,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Orange,16.67,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Watermelon,14.02333333,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Pineapple,20,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Mango Exotic,20.83333333,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Tomato Local,16.67,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Garden Egg,30.55333333,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Okro Fresh,33.33,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Onion,60,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Ginger,122.5,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Dried Pepper Legon 18,38.89,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Fresh Pepper Legon 18,29.44333333,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Fresh Pepper Bonnet,46.66666667,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Palm Fruit,16.67,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Groundnut Red,38.66666667,2025-07-14,2025,7,2,retail
Greater Accra,TMA-Tema East,14-07-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,,Cowpea White,23.33333333,2025-07-14,2025,7,2,retail
